id,filepath_gambar,jenis,warna_dominan_1,warna_dominan_2,warna_dominan_3,warna_dominan_4,warna_dominan_5,warna_index,teori_warna,warna_kombinasi,rd,gd,bd,rk,gk,bk,hueDiff,satDiff,valDiff,deltaE,contrast,label_kecocokan,probabilitas,rekomendasi_warna
5054,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,complementary_sharp,#3A87C4,196,186,178,58,135,196,0.499597424,0.612244898,0.0,49.35629057,2.0235883,1.0,0.9983398597897111,#3A87C4
5055,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic1_soft,#D4EADE,196,186,178,212,234,222,0.335016835,0.002180359,0.149019608,18.84981086,1.509347056,0.0,0.00012379014528607089,
5056,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic1_sharp,#3AC477,196,186,178,58,196,119,0.332930757,0.612244898,0.0,60.9200253,1.178899318,0.0,4.048642246690807e-05,
5057,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic2_soft,#DED4EA,196,186,178,222,212,234,0.331649832,0.002180359,0.149019608,18.7817428,1.335751689,0.0,4.23039556329815e-06,
5058,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic2_sharp,#773AC4,196,186,178,119,58,196,0.33373591,0.612244898,0.0,92.37679926,3.456094056,1.0,0.999997501540993,#773AC4
5059,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,complementary_soft,#A6CBE6,192,161,139,166,203,230,0.49886989,0.002219203,0.149019608,37.80579306,1.412571853,0.0,0.203241422368269,
5060,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,complementary_sharp,#3988C0,192,161,139,57,136,192,0.499953413,0.427083333,0.0,55.518577,1.596553673,0.0,0.25792861515330606,#3988C0
5061,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic1_soft,#A6E6C1,192,161,139,166,230,193,0.334463443,0.002219203,0.149019608,40.14520171,1.688484672,1.0,0.9975405315002865,#A6E6C1
5062,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic1_sharp,#39C071,192,161,139,57,192,113,0.333286746,0.427083333,0.0,63.38985384,1.027573263,0.0,1.3259401185333338e-05,
5063,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic2_soft,#C1A6E6,192,161,139,193,166,230,0.332203223,0.002219203,0.149019608,46.64419658,1.132294304,0.0,0.0008821392300298682,
5064,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic2_sharp,#7139C0,192,161,139,113,57,192,0.333379921,0.427083333,0.0,93.96393074,2.857773337,1.0,0.9999900006042597,#7139C0
5065,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,complementary_soft,#9CADF7,209,194,132,156,173,247,0.498667999,0.0,0.149019608,73.7313897,1.208224154,0.0,0.0002471037384209049,
5066,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,complementary_sharp,#3E5BD1,209,194,132,62,91,209,0.499587714,0.33492823,0.0,108.5393259,3.247135651,1.0,0.9999972159237436,#3E5BD1
5067,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic1_soft,#9CF7E5,209,194,132,156,247,229,0.332833833,0.0,0.149019608,44.87811562,1.432647577,0.0,0.39594499941747013,#9CF7E5
5068,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic1_sharp,#3ED1B4,209,194,132,62,209,180,0.332921047,0.33492823,0.0,51.10873037,1.07072928,0.0,3.7537623152280663e-06,
5069,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic2_soft,#E59CF7,209,194,132,229,156,247,0.333832834,0.0,0.149019608,81.93842134,1.127601796,0.0,5.177047958438977e-05,
5070,dataset_0/vector/vector(169).jpeg,vector,#f9f6f2,#efe0d5,#c4bab2,#c0a18b,#d1c284,169,triadic2_sharp,#B43ED1,209,194,132,180,62,209,0.333745619,0.33492823,0.0,115.5089161,2.584600668,1.0,0.9999820297524188,#B43ED1
5071,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_soft,#FFFFFF,253,253,253,255,255,255,0.0,0.0,0.007843137,0.690413131,1.017194905,0.0,7.298694493313485e-07,
5072,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_sharp,#4BFDFD,253,253,253,75,253,253,0.5,0.703557312,0.0,45.96994681,1.231240369,0.0,5.8888231019019555e-06,#4BFDFD
5073,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_soft,#FFFFFF,253,253,253,255,255,255,0.0,0.0,0.007843137,0.690413131,1.017194905,0.0,7.298694493313485e-07,
5074,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_sharp,#4BFD4B,253,253,253,75,253,75,0.333333333,0.703557312,0.0,103.1592794,1.336170304,0.0,2.4653787113689313e-05,#4BFD4B
5075,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_soft,#FFFFFF,253,253,253,255,255,255,0.0,0.0,0.007843137,0.690413131,1.017194905,0.0,7.298694493313485e-07,
5076,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_sharp,#4B4BFD,253,253,253,75,75,253,0.333333333,0.703557312,0.0,117.5507433,5.543815179,1.0,0.9999991398108067,#4B4BFD
5077,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_soft,#52718A,100,58,23,82,113,138,0.498647186,0.364202899,0.149019608,52.96112029,1.892979981,0.0,0.0015519251594694747,
5078,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_sharp,#2974B2,100,58,23,41,116,178,0.499668215,0.000337079,0.305882353,72.45126213,1.961282321,0.0,0.1645467113507091,#2974B2
5079,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_soft,#528A6C,100,58,23,82,138,108,0.33495671,0.364202899,0.149019608,50.93563977,2.412965097,1.0,0.9157476479937002,#528A6C
5080,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_sharp,#29B267,100,58,23,41,178,103,0.333001548,0.000337079,0.305882353,76.74416374,3.546394216,1.0,0.9999818144405879,#29B267
5081,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_soft,#6C528A,100,58,23,108,82,138,0.331709957,0.364202899,0.149019608,57.49944522,1.487196922,0.0,0.0010518994343725518,
5082,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_sharp,#6729B2,100,58,23,103,41,178,0.333665118,0.000337079,0.305882353,98.39907927,1.174719104,0.0,0.0002017345106894747,
5083,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_soft,#A7FDFF,242,160,159,167,253,255,0.498220153,0.002122833,0.050980392,63.28808487,1.760140193,1.0,0.9985246977683779,#A7FDFF
5084,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_sharp,#48EFF2,242,160,159,72,239,242,0.499066856,0.359504132,0.0,76.86460101,1.446400355,1.0,0.9874998015285856,
5085,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_soft,#A7FFA8,242,160,159,167,255,168,0.333219241,0.002122833,0.050980392,78.54534631,1.699517499,1.0,0.999682088875364,#A7FFA8
5086,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_sharp,#48F24A,242,160,159,72,242,74,0.333286086,0.359504132,0.0,116.6395206,1.365946758,1.0,0.9249344916041531,
5087,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_soft,#A8A7FF,242,160,159,168,167,255,0.333447426,0.002122833,0.050980392,57.53919152,1.069315886,0.0,8.067926001109774e-05,
5088,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_sharp,#4A48F2,242,160,159,74,72,242,0.333380581,0.359504132,0.0,105.0420463,2.943885511,1.0,0.9999992723461114,#4A48F2
5089,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_soft,#B8DDFF,240,206,174,184,221,255,0.499004126,0.003431373,0.058823529,42.56115868,1.048065512,0.0,3.823608561506583e-06,
5090,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_sharp,#489EF0,240,206,174,72,158,240,0.499458874,0.425,0.0,72.54979343,1.905137723,1.0,0.9999875526857399,#489EF0
5091,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_soft,#B8FFDA,240,206,174,184,255,218,0.332337459,0.003431373,0.058823529,39.06442338,1.297614251,0.0,0.0007896445950675153,#B8FFDA
5092,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_sharp,#48F099,240,206,174,72,240,153,0.332882395,0.425,0.0,69.85347356,1.003873242,0.0,4.918574041725961e-06,
5093,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_soft,#DAB8FF,240,206,174,218,184,255,0.334329208,0.003431373,0.058823529,54.22114323,1.151734417,0.0,0.00015431626919342584,
5094,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_sharp,#9948F0,240,206,174,153,72,240,0.333784271,0.425,0.0,113.613485,3.115821719,1.0,0.9999995976021114,#9948F0
5095,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_soft,#F6A2AE,137,208,198,246,162,174,0.499664655,0.000117261,0.149019608,57.8546127,1.112505271,0.0,0.0839222192588514,
5096,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,complementary_sharp,#D03E52,137,208,198,208,62,82,0.499356872,0.360576923,0.0,91.0627013,2.648968442,1.0,0.9999994677059072,#D03E52
5097,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_soft,#EAA2F6,137,208,198,234,162,246,0.332997988,0.000117261,0.149019608,71.01978195,1.082209126,0.0,1.8835464961796656e-05,
5098,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic1_sharp,#BB3ED0,137,208,198,187,62,208,0.332834909,0.360576923,0.0,108.7434578,2.52533749,1.0,0.9999956732860604,#BB3ED0
5099,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_soft,#F6EAA2,137,208,198,246,234,162,0.333668679,0.000117261,0.149019608,44.67584112,1.445991588,1.0,0.9265399895918435,#F6EAA2
5100,dataset_0/vector/vector(170).jpeg,vector,#fdfdfd,#643a17,#f2a09f,#f0ceae,#89d0c6,170,triadic2_sharp,#D0BB3E,137,208,198,208,187,62,0.333831758,0.360576923,0.0,67.51517811,1.095932712,0.0,2.7709676543808296e-05,
5101,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_soft,#37545C,54,28,21,55,84,92,0.499317499,0.208937198,0.149019608,34.07256472,1.93818164,0.0,3.70821458437603e-05,
5102,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_sharp,#3597B2,54,28,21,53,151,178,0.499353535,0.09113608,0.48627451,63.42735381,4.664091277,1.0,0.9999766643947107,#3597B2
5103,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_soft,#375C3F,54,28,21,55,92,63,0.334015834,0.208937198,0.149019608,39.03414306,2.073108934,0.0,0.0006760816333458834,
5104,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_sharp,#35B250,54,28,21,53,178,80,0.333979798,0.09113608,0.48627451,88.7146385,5.724593729,1.0,0.9999930617304755,#35B250
5105,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_soft,#3F375C,54,28,21,63,55,92,0.332650833,0.208937198,0.149019608,33.4030761,1.433792028,0.0,1.7315841680729104e-05,
5106,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_sharp,#5035B2,54,28,21,80,53,178,0.332686869,0.09113608,0.48627451,81.99255417,1.869272852,0.0,0.10579276106336676,#5035B2
5107,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_soft,#59938B,109,66,72,89,147,139,0.499732692,6.24e-05,0.149019608,47.269403,2.366558535,1.0,0.9990395133073526,#59938B
5108,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_sharp,#35B2A1,109,66,72,53,178,161,0.499410853,0.307751778,0.270588235,66.10180929,3.184243359,1.0,0.9999980822559373,#35B2A1
5109,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_soft,#619359,109,66,72,97,147,89,0.333600642,6.24e-05,0.149019608,57.45467237,2.309068124,1.0,0.9981093765299217,
5110,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_sharp,#46B235,109,66,72,70,178,53,0.333922481,0.307751778,0.270588235,93.27988103,3.043863847,1.0,0.9999944609386472,#46B235
5111,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_soft,#596193,109,66,72,89,97,147,0.333066025,6.24e-05,0.149019608,35.28341143,1.409360923,0.0,0.0012213649400572254,
5112,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_sharp,#3546B2,109,66,72,53,70,178,0.332744186,0.307751778,0.270588235,64.60305959,1.058343651,0.0,4.262436651767578e-05,
5113,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_soft,#4C6F80,90,59,44,76,111,128,0.499860647,0.104861111,0.149019608,38.15914056,1.856632519,0.0,0.000739572547042747,
5114,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_sharp,#3589B2,90,59,44,53,137,178,0.499681159,0.19113608,0.345098039,55.90796722,2.562380582,1.0,0.999301451641982,#3589B2
5115,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_soft,#4C805D,90,59,44,76,128,93,0.333472687,0.104861111,0.149019608,42.90782513,2.171535406,1.0,0.5882932658248372,#4C805D
5116,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_sharp,#35B25E,90,59,44,53,178,94,0.333652174,0.19113608,0.345098039,76.0547324,3.663476308,1.0,0.9999924998188504,#35B25E
5117,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_soft,#5D4C80,90,59,44,93,76,128,0.33319398,0.104861111,0.149019608,43.05354186,1.340643403,0.0,0.00041531391403525346,
5118,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_sharp,#5E35B2,90,59,44,94,53,178,0.333014493,0.19113608,0.345098039,82.93208951,1.253428742,0.0,5.134340847333098e-05,
5119,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_soft,#D4E9FF,234,215,195,212,233,255,0.499801232,0.001960784,0.082352941,26.24947151,1.126096353,0.0,5.667691918018798e-05,
5120,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_sharp,#4696EA,234,215,195,70,150,234,0.499895768,0.534188034,0.0,67.02779731,2.203282305,1.0,0.9999903032645497,#4696EA
5121,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_soft,#D4FFEA,234,215,195,212,255,234,0.333134566,0.001960784,0.082352941,24.091523,1.285527766,0.0,1.3175292715840504e-05,
5122,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_sharp,#46EA9A,234,215,195,70,234,154,0.333229102,0.534188034,0.0,64.97776133,1.111922331,0.0,0.0003408375840017834,#46EA9A
5123,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_soft,#EAD4FF,234,215,195,234,212,255,0.333532101,0.001960784,0.082352941,32.72135044,1.023535627,0.0,1.0145369181949868e-06,
5124,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_sharp,#9A46EA,234,215,195,154,70,234,0.333437565,0.534188034,0.0,108.2849949,3.381277163,1.0,0.9999993508743558,#9A46EA
5125,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_soft,#75ABC3,157,111,91,117,171,195,0.499222999,0.020382166,0.149019608,48.0953676,1.72267936,1.0,0.7202877778348454,#75ABC3
5126,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,complementary_sharp,#358CB2,157,111,91,53,140,178,0.499838384,0.281865025,0.082352941,54.41073906,1.141406702,0.0,3.3487356847461336e-05,
5127,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_soft,#75C38C,157,111,91,117,195,140,0.331973582,0.020382166,0.149019608,56.02094484,2.046144407,1.0,0.9589876830880112,#75C38C
5128,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic1_sharp,#35B25B,157,111,91,53,178,91,0.333494949,0.281865025,0.082352941,71.78720136,1.578812675,0.0,0.050099001973395375,#35B25B
5129,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_soft,#8C75C3,157,111,91,140,117,195,0.334693085,0.020382166,0.149019608,57.03344982,1.121266808,0.0,3.690235955143411e-05,
5130,dataset_0/vector/vector(171).jpeg,vector,#361c15,#6d4248,#5a3b2c,#ead7c3,#9d6f5b,171,triadic2_sharp,#5B35B2,157,111,91,91,53,178,0.333171717,0.281865025,0.082352941,86.41077767,1.870840206,0.0,0.009292142396551137,
5131,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_soft,#DFE5FF,252,246,221,223,229,255,0.498991935,0.002474323,0.011764706,27.06161711,1.153440895,0.0,1.4058003591148853e-06,
5132,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_sharp,#4B6DFC,252,246,221,75,109,252,0.499757001,0.579365079,0.0,105.3175474,3.958375381,1.0,0.9999998396015286,#4B6DFC
5133,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_soft,#DFFFF8,252,246,221,223,255,248,0.329133065,0.002474323,0.011764706,16.02885176,1.022285491,0.0,2.3197996206277127e-07,
5134,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_sharp,#4BFCD9,252,246,221,75,252,217,0.332634712,0.579365079,0.0,51.40728204,1.193537727,0.0,2.068253220762811e-05,#4BFCD9
5135,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_soft,#F8DFFF,252,246,221,248,223,255,0.337533602,0.002474323,0.011764706,30.33670131,1.139792526,0.0,4.144706207304825e-06,
5136,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_sharp,#D94BFC,252,246,221,217,75,252,0.334031954,0.579365079,0.0,115.6914402,3.043725794,1.0,0.9999993953239285,#D94BFC
5137,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_soft,#865E50,28,78,96,134,94,80,0.499092229,0.305348259,0.149019608,40.93891902,1.616345833,0.0,0.0006133303550326508,
5138,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_sharp,#B25534,28,78,96,178,85,52,0.499533147,0.000468165,0.321568627,71.08432007,1.837917988,1.0,0.7031060857304627,#B25534
5139,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_soft,#865078,28,78,96,134,80,120,0.332425563,0.305348259,0.149019608,40.63264381,1.487127188,0.0,0.004533594035722624,
5140,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_sharp,#B23491,28,78,96,178,52,145,0.33286648,0.000468165,0.321568627,71.66930451,1.643413646,0.0,0.22217588536456886,
5141,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_soft,#788650,28,78,96,120,134,80,0.334241104,0.305348259,0.149019608,48.73380896,2.306934917,1.0,0.9896561877634895,#788650
5142,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_sharp,#91B234,28,78,96,145,178,52,0.333800187,0.000468165,0.321568627,84.06051945,3.735509647,1.0,0.999998188037685,#91B234
5143,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_soft,#99D9FF,249,148,90,153,217,255,0.498705142,0.238554217,0.023529412,84.6919992,1.458166614,1.0,0.994131441572025,
5144,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_sharp,#4AB9F9,249,148,90,74,185,249,0.499844265,0.064257028,0.0,97.84141422,1.019881778,0.0,9.645371568894105e-06,
5145,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_soft,#99FFBE,249,148,90,153,255,190,0.332994204,0.238554217,0.023529412,83.15957442,1.849005624,1.0,0.9999212045354127,#99FFBE
5146,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_sharp,#4AF98A,249,148,90,74,249,138,0.333489069,0.064257028,0.0,102.0072118,1.615933987,1.0,0.9969128855812234,#4AF98A
5147,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_soft,#BE99FF,249,148,90,190,153,255,0.333672463,0.238554217,0.023529412,92.17222063,1.024115899,0.0,2.0440224058625265e-05,
5148,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_sharp,#8A4AF9,249,148,90,138,74,249,0.333177598,0.064257028,0.0,129.4055591,2.125425123,1.0,0.9997104995019319,#8A4AF9
5149,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_soft,#E0DFEF,200,201,188,224,223,239,0.497596154,0.00226899,0.149019608,17.58583534,1.273934213,0.0,1.9895787144520565e-06,
5150,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_sharp,#473CC9,200,201,188,71,60,201,0.499818149,0.63681592,0.0,102.4459724,4.546117507,1.0,0.9999992856390394,#473CC9
5151,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_soft,#DFEEEF,200,201,188,223,238,239,0.330929487,0.00226899,0.149019608,15.2809565,1.404979897,0.0,7.918133166818018e-06,
5152,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic1_sharp,#3CBEC9,200,201,188,60,190,201,0.333515185,0.63681592,0.0,37.20048574,1.33356027,0.0,1.815534616055073e-05,#3CBEC9
5153,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_soft,#EFDFEE,200,201,188,239,223,238,0.335737179,0.00226899,0.149019608,18.71092296,1.312931411,0.0,4.14311955155197e-06,
5154,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,triadic2_sharp,#C93CBE,200,201,188,201,60,190,0.333151482,0.63681592,0.0,89.95550232,2.572481996,1.0,0.9999947025062834,#C93CBE
5155,dataset_0/vector/vector(172).jpeg,vector,#fcf6dd,#1c4e60,#f9945a,#c8c9bc,#bdb5a8,172,complementary_soft,#CAD3E3,189,181,168,202,211,227,0.496507937,0.000978953,0.149019608,19.51828136,1.348154918,0.0,4.131260442063673e-06,
